run,evaluations,best_fitness,current_fitness,temperature,accepted
1,505.0,1394554.570977,1394554.570977,5.000000,0
1,532.9,1393265.571130,1393265.571130,4.500000,1
1,538.9,1393265.571130,1393265.571130,4.050000,1
1,539.9,1393265.571130,1393265.571130,3.645000,1
1,758.8,1393265.571130,1393265.571130,3.280500,1
1,766.8,1393265.571130,1393265.571130,2.952450,0
1,771.8,1393265.571130,1393265.571130,2.657205,1
1,774.8,1393265.571130,1393265.571130,2.391485,1
1,805.7,1390177.534319,1390177.534319,2.152336,1
1,842.6,1387552.268623,1387552.268623,1.937102,1
1,857.6,1387552.268623,1387552.268623,1.743392,1
1,858.6,1387552.268623,1387552.268623,1.569053,1
1,880.5,1385556.068563,1385556.068563,1.412148,1
1,888.5,1385518.572618,1385518.572618,1.270933,1
1,893.5,1385518.572618,1385518.572618,1.143840,1
1,908.5,1385518.572618,1385518.572618,1.029456,1
1,923.5,1385518.572618,1385518.572618,0.926510,1
1,972.4,1382953.677475,1382953.677475,0.833859,1
1,999.4,1382953.677475,1382953.677475,0.750473,1
1,1000.4,1382953.677475,1382953.677475,0.675426,1
1,1022.2,1381021.715781,1381021.715781,0.607883,1
1,1028.2,1381015.479562,1381015.479562,0.547095,1
1,1033.2,1380988.274870,1380988.274870,0.492385,1
1,1078.2,1380988.274870,1380988.274870,0.443147,1
1,1090.2,1380988.274870,1380988.274870,0.398832,1
1,1151.1,1376645.071859,1376645.071859,0.358949,1
1,1190.1,1376645.071859,1376645.071859,0.323054,1
1,1191.1,1376645.071859,1376645.071859,0.290749,1
1,1212.8,1374641.483382,1374641.483382,0.261674,1
1,1233.8,1374593.535518,1374593.535518,0.235506,1
1,1238.9,1374593.535518,1374593.535518,0.211956,1
1,1253.9,1374593.535518,1374593.535518,0.190760,1
1,1282.9,1374593.535518,1374593.535518,0.171684,1
1,1349.6,1371065.354722,1371065.354722,0.154516,1
1,1394.6,1371065.354722,1371065.354722,0.139064,1
1,1395.6,1371065.354722,1371065.354722,0.125158,1
1,1417.4,1368060.665315,1368060.665315,0.112642,1
1,1421.4,1367866.768761,1367866.768761,0.101378,1
1,1426.4,1367815.496239,1367815.496239,5.000000,1
1,1541.2,1363897.837165,1363897.837165,4.500000,1
1,1606.2,1363897.837165,1363897.837165,4.050000,1
1,1607.2,1363897.837165,1363897.837165,3.645000,1
1,1628.9,1361006.611025,1361006.611025,3.280500,1
1,1644.9,1360899.354753,1360899.354753,2.952450,1
1,1649.9,1360899.354753,1360899.354753,2.657205,1
1,1650.9,1360899.354753,1360899.354753,2.391485,1
1,1672.9,1360899.354753,1360899.354753,2.152336,1
1,1771.6,1358006.336191,1358006.336191,1.937102,1
1,1848.6,1358006.336191,1358006.336191,1.743392,1
1,1849.6,1358006.336191,1358006.336191,1.569053,1
1,1871.3,1355597.809702,1355597.809702,1.412148,1
1,1886.3,1355516.900541,1355516.900541,1.270933,1
1,1891.4,1355516.900541,1355516.900541,1.143840,1
1,1943.4,1355516.900541,1355516.900541,1.029456,1
1,1966.1,1352094.471505,1352094.471505,0.926510,1
1,1987.8,1349462.729510,1349462.729510,0.833859,1
1,2075.8,1349462.729510,1349462.729510,0.750473,1
1,2076.8,1349462.729510,1349462.729510,0.675426,1
1,2098.4,1346233.634961,1346233.634961,0.607883,1
1,2162.4,1346114.317103,1346114.317103,0.547095,1
1,2167.5,1346114.317103,1346114.317103,0.492385,1
1,2168.5,1346114.317103,1346114.317103,0.443147,1
1,2173.5,1345627.218265,1345627.218265,0.398832,1
1,2195.1,1343398.572827,1343398.572827,0.358949,1
1,2204.1,1343357.935100,1343357.935100,0.323054,1
1,2205.1,1343357.935100,1343357.935100,0.290749,1
1,2226.7,1339804.141876,1339804.141876,0.261674,1
1,2248.7,1339786.766959,1339786.766959,0.235506,1
1,2253.8,1339786.766959,1339786.766959,0.211956,1
1,2342.8,1339751.940692,1339751.940692,0.190760,1
1,2430.8,1339751.940692,1339751.940692,0.171684,1
1,2452.4,1337993.637980,1337993.637980,0.154516,1
1,2582.4,1337993.637980,1337993.637980,0.139064,1
1,2583.4,1337993.637980,1337993.637980,0.125158,1
1,2605.0,1334969.178758,1334969.178758,0.112642,1
1,2622.0,1334871.069745,1334871.069745,0.101378,1
1,2623.0,1334871.069745,1334871.069745,5.000000,1
1,2644.5,1333389.970001,1333389.970001,4.500000,1
1,2791.5,1333389.970001,1333389.970001,4.050000,1
1,2792.5,1333389.970001,1333389.970001,3.645000,1
1,2814.1,1331215.447875,1331215.447875,3.280500,1
1,2837.1,1331215.447875,1331215.447875,2.952450,0
1,2842.1,1331215.447875,1331215.447875,2.657205,1
1,2843.1,1331215.447875,1331215.447875,2.391485,1
1,2866.1,1331215.447875,1331215.447875,2.152336,0
1,2887.6,1327816.193299,1327816.193299,1.937102,1
1,3049.6,1327816.193299,1327816.193299,1.743392,1
1,3050.6,1327816.193299,1327816.193299,1.569053,1
1,3072.2,1324786.263667,1324786.263667,1.412148,1
1,3095.2,1324786.263667,1324786.263667,1.270933,0
1,3100.2,1324786.263667,1324786.263667,1.143840,1
1,3226.2,1324786.263667,1324786.263667,1.029456,1
1,3227.2,1324786.263667,1324786.263667,0.926510,1
1,3248.7,1321379.159379,1321379.159379,0.833859,1
1,3435.7,1321379.159379,1321379.159379,0.750473,1
1,3436.7,1321379.159379,1321379.159379,0.675426,1
1,3458.2,1318748.032970,1318748.032970,0.607883,1
1,3481.2,1318748.032970,1318748.032970,0.547095,0
1,3486.2,1318748.032970,1318748.032970,0.492385,1
1,3487.2,1318748.032970,1318748.032970,0.443147,1
1,3510.2,1318748.032970,1318748.032970,0.398832,0
1,3531.7,1316369.906556,1316369.906556,0.358949,1
1,3592.7,1316369.470540,1316369.470540,0.323054,1
1,3593.7,1316369.470540,1316369.470540,0.290749,1
1,3615.2,1314863.844311,1314863.844311,0.261674,1
1,3639.2,1314863.844311,1314863.844311,0.235506,0
1,3644.2,1314863.844311,1314863.844311,0.211956,1
1,3786.2,1314863.844311,1314863.844311,0.190760,1
1,3787.2,1314863.844311,1314863.844311,0.171684,1
1,3808.7,1311872.481916,1311872.481916,0.154516,1
1,4020.7,1311872.481916,1311872.481916,0.139064,1
1,4021.7,1311872.481916,1311872.481916,0.125158,1
1,4043.1,1307960.849350,1307960.849350,0.112642,1
1,4065.1,1307960.849350,1307960.849350,0.101378,0
1,4087.1,1307905.887197,1307905.887197,5.000000,1
1,4108.5,1306542.888108,1306542.888108,4.500000,1
1,4165.5,1306538.447016,1306538.447016,4.050000,1
1,4166.5,1306538.447016,1306538.447016,3.645000,1
1,4187.9,1304851.497686,1304851.497686,3.280500,1
1,4194.9,1304685.645068,1304685.645068,2.952450,1
1,4200.0,1304685.645068,1304685.645068,2.657205,1
1,4201.0,1304685.645068,1304685.645068,2.391485,0
1,4241.0,1304214.742097,1304214.742097,2.152336,1
1,4262.4,1301304.410372,1301304.410372,1.937102,1
1,4267.4,1301293.556046,1301293.556046,1.743392,1
1,4268.4,1301293.556046,1301293.556046,1.569053,1
1,4289.8,1299318.586084,1299318.586084,1.412148,1
1,4292.8,1299273.913397,1299273.913397,1.270933,1
1,4297.8,1299273.913397,1299273.913397,1.143840,1
1,4298.8,1299273.913397,1299273.913397,1.029456,1
1,4307.8,1298943.232875,1298943.232875,0.926510,1
1,4329.2,1295475.209419,1295475.209419,0.833859,1
1,4571.2,1295475.209419,1295475.209419,0.750473,1
1,4572.2,1295475.209419,1295475.209419,0.675426,1
1,4593.5,1294079.941484,1294079.941484,0.607883,1
1,4601.5,1294049.358255,1294049.358255,0.547095,1
1,4606.5,1294049.358255,1294049.358255,0.492385,1
1,4607.6,1294049.358255,1294049.358255,0.443147,0
1,4716.6,1294045.872791,1294045.872791,0.398832,1
1,4737.9,1290624.184033,1290624.184033,0.358949,1
1,4989.9,1290624.184033,1290624.184033,0.323054,1
1,4990.9,1290624.184033,1290624.184033,0.290749,1
1,5012.2,1288192.388826,1288192.388826,0.261674,1
1,5016.2,1288180.180186,1288180.180186,0.235506,1
1,5021.3,1288180.180186,1288180.180186,0.211956,1
1,5022.3,1288180.180186,1288180.180186,0.190760,1
1,5023.3,1288180.180186,1288180.180186,0.171684,0
1,5044.6,1286781.359081,1286781.359081,0.154516,1
1,5307.6,1286781.359081,1286781.359081,0.139064,1
1,5308.6,1286781.359081,1286781.359081,0.125158,1
1,5329.9,1285152.235695,1285152.235695,0.112642,1
1,5332.9,1285122.096056,1285122.096056,0.101378,1
1,5333.9,1285122.096056,1285122.096056,5.000000,1
1,5355.2,1283937.016298,1283937.016298,4.500000,1
1,5626.2,1283937.016298,1283937.016298,4.050000,1
1,5627.2,1283937.016298,1283937.016298,3.645000,1
1,5648.4,1283875.714779,1283875.714779,3.280500,1
1,5650.4,1283828.367182,1283828.367182,2.952450,1
1,5655.5,1283828.367182,1283828.367182,2.657205,1
1,5847.5,1283828.367182,1283828.367182,2.391485,1
1,5869.8,1282655.983949,1282655.983949,2.152336,1
1,5891.0,1281397.835464,1281397.835464,1.937102,1
1,6174.0,1281397.835464,1281397.835464,1.743392,1
1,6175.0,1281397.835464,1281397.835464,1.569053,1
1,6196.3,1279284.460366,1279284.460366,1.412148,1
1,6222.3,1279229.141217,1279229.141217,1.270933,1
1,6227.3,1279229.141217,1279229.141217,1.143840,1
1,6228.3,1279229.141217,1279229.141217,1.029456,0
1,6244.3,1279144.111159,1279144.111159,0.926510,1
1,6265.6,1276622.274873,1276622.274873,0.833859,1
1,6564.6,1276622.274873,1276622.274873,0.750473,1
1,6565.6,1276622.274873,1276622.274873,0.675426,1
1,6586.8,1274453.985387,1274453.985387,0.607883,1
1,6588.8,1274326.465258,1274326.465258,0.547095,1
1,6593.9,1274326.465258,1274326.465258,0.492385,1
1,6619.9,1274018.046644,1274018.046644,0.443147,1
1,6637.9,1273809.129123,1273809.129123,0.398832,1
1,6659.1,1270964.922954,1270964.922954,0.358949,1
1,6664.1,1270947.480360,1270947.480360,0.323054,1
1,6665.1,1270947.480360,1270947.480360,0.290749,1
1,6686.3,1268139.193149,1268139.193149,0.261674,1
1,6699.3,1267916.536564,1267916.536564,0.235506,1
1,6711.8,1267916.536564,1267916.536564,0.211956,1
1,6712.8,1267916.536564,1267916.536564,0.190760,0
1,6735.0,1266825.442215,1266825.442215,0.171684,1
1,6756.1,1264400.926581,1264400.926581,0.154516,1
1,6763.1,1264397.617585,1264397.617585,0.139064,1
1,6764.1,1264397.617585,1264397.617585,0.125158,0
1,6785.3,1264068.622753,1264068.622753,0.112642,1
1,6818.3,1263751.462753,1263751.462753,0.101378,1
1,6819.3,1263751.462753,1263751.462753,5.000000,0
1,6840.5,1260955.074911,1260955.074911,4.500000,1
1,7175.5,1260955.074911,1260955.074911,4.050000,1
1,7176.5,1260955.074911,1260955.074911,3.645000,1
1,7197.6,1257037.773838,1257037.773838,3.280500,1
1,7216.6,1256993.101466,1256993.101466,2.952450,1
1,7221.7,1256993.101466,1256993.101466,2.657205,1
1,7223.7,1256901.204469,1256901.204469,2.391485,1
1,7249.7,1256828.959690,1256828.959690,2.152336,1
1,7270.8,1254960.514237,1254960.514237,1.937102,1
1,7280.8,1254921.525450,1254921.525450,1.743392,1
1,7281.8,1254921.525450,1254921.525450,1.569053,1
1,7302.9,1251004.325107,1251004.325107,1.412148,1
1,7334.9,1250909.271316,1250909.271316,1.270933,1
1,7339.9,1250909.271316,1250909.271316,1.143840,1
1,7340.9,1250909.271316,1250909.271316,1.029456,1
1,7341.9,1250909.271316,1250909.271316,0.926510,1
1,7363.0,1249679.034865,1249679.034865,0.833859,1
1,7433.0,1249672.943039,1249672.943039,0.750473,1
1,7434.0,1249672.943039,1249672.943039,0.675426,1
1,7455.0,1247045.220266,1247045.220266,0.607883,1
1,7479.0,1247028.157481,1247028.157481,0.547095,1
1,7491.5,1247028.157481,1247028.157481,0.492385,1
1,7492.5,1247028.157481,1247028.157481,0.443147,1
1,7494.5,1247000.389264,1247000.389264,0.398832,1
1,7515.5,1244379.085751,1244379.085751,0.358949,1
1,7605.5,1244372.295879,1244372.295879,0.323054,1
1,7606.5,1244372.295879,1244372.295879,0.290749,1
1,7627.5,1242459.027143,1242459.027143,0.261674,1
1,7651.5,1242431.286043,1242431.286043,0.235506,1
1,7656.5,1242431.286043,1242431.286043,0.211956,1
1,7657.5,1242431.286043,1242431.286043,0.190760,1
1,7956.5,1242372.785904,1242372.785904,0.171684,1
1,7977.6,1239395.914998,1239395.914998,0.154516,1
1,8343.6,1239395.914998,1239395.914998,0.139064,1
1,8344.6,1239395.914998,1239395.914998,0.125158,1
1,8365.5,1237661.721535,1237661.721535,0.112642,1
1,8376.5,1237563.022678,1237563.022678,0.101378,1
1,8377.5,1237563.022678,1237563.022678,5.000000,1
1,8398.5,1235629.240707,1235629.240707,4.500000,1
1,8789.5,1235629.240707,1235629.240707,4.050000,1
1,8790.5,1235629.240707,1235629.240707,3.645000,1
1,8811.5,1233857.733944,1233857.733944,3.280500,1
1,8832.5,1233857.733944,1233857.733944,2.952450,0
1,8837.6,1233857.733944,1233857.733944,2.657205,1
1,8858.6,1233857.733944,1233857.733944,2.391485,0
1,8859.6,1233857.733944,1233857.733944,2.152336,0
1,8880.6,1232463.014880,1232463.014880,1.937102,1
1,9282.6,1232463.014880,1232463.014880,1.743392,1
1,9283.6,1232463.014880,1232463.014880,1.569053,1
1,9304.5,1229434.830491,1229434.830491,1.412148,1
1,9325.5,1229434.830491,1229434.830491,1.270933,0
1,9330.6,1229434.830491,1229434.830491,1.143840,1
1,9331.6,1229434.830491,1229434.830491,1.029456,1
1,9332.6,1229434.830491,1229434.830491,0.926510,1
1,9353.5,1227081.382111,1227081.382111,0.833859,1
1,9757.5,1227081.382111,1227081.382111,0.750473,1
1,9758.5,1227081.382111,1227081.382111,0.675426,1
1,9779.4,1226208.863316,1226208.863316,0.607883,1
1,9800.4,1226208.863316,1226208.863316,0.547095,0
1,9805.5,1226208.863316,1226208.863316,0.492385,1
1,9827.4,1222716.920322,1222716.920322,0.443147,1
1,9828.4,1222716.920322,1222716.920322,0.398832,1
1,9849.3,1220975.672220,1220975.672220,0.358949,1
1,10283.3,1220975.672220,1220975.672220,0.323054,1
1,10284.3,1220975.672220,1220975.672220,0.290749,1
1,10305.1,1218606.760291,1218606.760291,0.261674,1
1,10326.2,1218601.654257,1218601.654257,0.235506,1
1,10338.6,1218601.654257,1218601.654257,0.211956,1
1,10360.4,1217799.560560,1217799.560560,0.190760,1
1,10431.4,1217618.856712,1217618.856712,0.171684,1
1,10452.3,1213380.532993,1213380.532993,0.154516,1
1,10928.3,1213380.532993,1213380.532993,0.139064,1
1,10929.3,1213380.532993,1213380.532993,0.125158,1
1,10950.1,1212175.475935,1212175.475935,0.112642,1
1,11026.1,1212154.756931,1212154.756931,0.101378,1
1,11030.1,1212115.829098,1212115.829098,5.000000,1
1,11050.9,1210547.552858,1210547.552858,4.500000,1
1,11160.9,1210545.090111,1210545.090111,4.050000,1
1,11161.9,1210545.090111,1210545.090111,3.645000,1
1,11182.8,1208323.875631,1208323.875631,3.280500,1
1,11184.8,1208253.381022,1208253.381022,2.952450,1
1,11189.8,1208253.381022,1208253.381022,2.657205,1
1,11211.6,1205739.839034,1205739.839034,2.391485,1
1,11212.6,1205739.839034,1205739.839034,2.152336,1
1,11233.4,1202969.422808,1202969.422808,1.937102,1
1,11346.4,1202965.048340,1202965.048340,1.743392,1
1,11347.4,1202965.048340,1202965.048340,1.569053,1
1,11368.2,1201471.774691,1201471.774691,1.412148,1
1,11372.2,1201379.944419,1201379.944419,1.270933,1
1,11377.2,1201379.944419,1201379.944419,1.143840,1
1,11396.2,1201298.225998,1201298.225998,1.029456,1
1,11397.2,1201298.225998,1201298.225998,0.926510,1
1,11418.0,1200658.055803,1200658.055803,0.833859,1
1,11931.0,1200658.055803,1200658.055803,0.750473,1
1,11932.0,1200658.055803,1200658.055803,0.675426,1
1,11952.7,1197119.881386,1197119.881386,0.607883,1
1,11973.7,1197092.986867,1197092.986867,0.547095,1
1,11978.7,1197092.986867,1197092.986867,0.492385,1
1,12000.4,1195227.949496,1195227.949496,0.443147,1
1,12001.5,1195227.949496,1195227.949496,0.398832,0
1,12022.2,1192392.754351,1192392.754351,0.358949,1
1,12217.2,1192371.224487,1192371.224487,0.323054,1
1,12218.2,1192371.224487,1192371.224487,0.290749,1
1,12238.8,1189154.645899,1189154.645899,0.261674,1
1,12243.8,1189147.304545,1189147.304545,0.235506,1
1,12248.9,1189147.304545,1189147.304545,0.211956,1
1,12629.9,1189147.304545,1189147.304545,0.190760,1
1,12651.5,1188098.175205,1188098.175205,0.171684,1
1,12672.1,1186663.656172,1186663.656172,0.154516,1
1,13218.1,1186663.656172,1186663.656172,0.139064,1
1,13219.1,1186663.656172,1186663.656172,0.125158,1
1,13239.7,1185664.184997,1185664.184997,0.112642,1
1,13251.7,1185566.419846,1185566.419846,0.101378,1
1,13256.7,1185442.164923,1185442.164923,5.000000,1
1,13277.4,1184864.992802,1184864.992802,4.500000,1
1,13834.4,1184864.992802,1184864.992802,4.050000,1
1,13835.4,1184864.992802,1184864.992802,3.645000,1
1,13856.0,1182487.064799,1182487.064799,3.280500,1
1,13873.0,1182428.942504,1182428.942504,2.952450,1
1,13878.0,1182428.942504,1182428.942504,2.657205,1
1,13920.0,1182400.629656,1182400.629656,2.391485,1
1,14313.0,1182400.629656,1182400.629656,2.152336,1
1,14333.6,1179544.656577,1179544.656577,1.937102,1
1,14901.6,1179544.656577,1179544.656577,1.743392,1
1,14902.6,1179544.656577,1179544.656577,1.569053,1
1,14923.2,1178905.596705,1178905.596705,1.412148,1
1,14933.2,1178421.905022,1178421.905022,1.270933,1
1,14945.7,1178421.905022,1178421.905022,1.143840,1
1,14976.7,1178232.156985,1178232.156985,1.029456,1
1,15001.7,1178218.025702,1178218.025702,0.926510,1
1,15022.3,1176865.567976,1176865.567976,0.833859,1
1,15185.3,1176865.480997,1176865.480997,0.750473,1
1,15186.3,1176865.480997,1176865.480997,0.675426,1
1,15206.8,1174432.202197,1174432.202197,0.607883,1
1,15232.8,1174376.481782,1174376.481782,0.547095,1
1,15237.9,1174376.481782,1174376.481782,0.492385,1
1,15259.5,1170681.841568,1170681.841568,0.443147,1
1,15284.0,1169256.780152,1169256.780152,0.398832,1
1,15304.5,1166398.627299,1166398.627299,0.358949,1
1,15910.5,1166398.627299,1166398.627299,0.323054,1
1,15911.5,1166398.627299,1166398.627299,0.290749,1
1,15932.1,1164860.632812,1164860.632812,0.261674,1
1,15937.1,1164811.220692,1164811.220692,0.235506,1
1,15942.1,1164811.220692,1164811.220692,0.211956,1
1,15943.1,1164811.220692,1164811.220692,0.190760,0
1,15964.7,1164169.211329,1164169.211329,0.171684,1
1,15985.2,1163295.472389,1163295.472389,0.154516,1
1,16588.2,1163295.472389,1163295.472389,0.139064,1
1,16589.2,1163295.472389,1163295.472389,0.125158,1
1,16609.6,1161926.291704,1161926.291704,0.112642,1
1,16649.6,1161898.016337,1161898.016337,0.101378,1
1,16671.1,1160884.267986,1160884.267986,5.000000,1
1,16691.6,1159784.870992,1159784.870992,4.500000,1
1,16713.6,1159776.422851,1159776.422851,4.050000,1
1,16714.6,1159776.422851,1159776.422851,3.645000,1
1,16735.1,1157279.556236,1157279.556236,3.280500,1
1,16776.1,1157193.239502,1157193.239502,2.952450,1
1,16781.1,1157193.239502,1157193.239502,2.657205,1
1,16783.1,1157059.165461,1157059.165461,2.391485,1
1,17216.1,1157059.165461,1157059.165461,2.152336,1
1,17236.6,1156780.626353,1156780.626353,1.937102,1
1,17870.6,1156780.626353,1156780.626353,1.743392,1
1,17871.6,1156780.626353,1156780.626353,1.569053,1
1,17892.0,1156132.892988,1156132.892988,1.412148,1
1,17908.0,1155899.231079,1155899.231079,1.270933,1
1,17913.1,1155899.231079,1155899.231079,1.143840,1
1,17934.1,1155891.416101,1155891.416101,1.029456,1
1,17935.1,1155891.416101,1155891.416101,0.926510,1
1,17955.5,1154693.381416,1154693.381416,0.833859,1
1,18600.5,1154693.381416,1154693.381416,0.750473,1
1,18601.5,1154693.381416,1154693.381416,0.675426,1
1,18622.0,1153955.866591,1153955.866591,0.607883,1
1,18652.0,1153947.168357,1153947.168357,0.547095,1
1,18664.4,1153947.168357,1153947.168357,0.492385,1
1,18665.4,1153947.168357,1153947.168357,0.443147,0
1,18686.4,1153930.820620,1153930.820620,0.398832,1
1,18706.8,1152072.756331,1152072.756331,0.358949,1
1,18948.8,1152069.955458,1152069.955458,0.323054,1
1,18949.8,1152069.955458,1152069.955458,0.290749,1
1,18970.2,1151099.471444,1151099.471444,0.261674,1
1,19001.2,1151083.479140,1151083.479140,0.235506,1
1,19006.3,1151083.479140,1151083.479140,0.211956,1
1,19007.3,1151083.479140,1151083.479140,0.190760,1
1,19076.3,1151057.005561,1151057.005561,0.171684,1
1,19096.7,1147738.499627,1147738.499627,0.154516,1
1,19753.7,1147738.499627,1147738.499627,0.139064,1
1,19754.7,1147738.499627,1147738.499627,0.125158,1
1,19775.1,1145922.267551,1145922.267551,0.112642,1
1,19800.1,1145911.994595,1145911.994595,0.101378,1
1,19827.1,1145897.863312,1145897.863312,5.000000,1
1,19847.4,1144514.155060,1144514.155060,4.500000,1
1,20497.4,1144514.155060,1144514.155060,4.050000,1
1,20498.4,1144514.155060,1144514.155060,3.645000,1
1,20518.8,1143662.992441,1143662.992441,3.280500,1
1,20522.8,1143646.013538,1143646.013538,2.952450,1
1,20527.9,1143646.013538,1143646.013538,2.657205,1
1,20531.9,1143613.113771,1143613.113771,2.391485,1
1,20542.9,1143611.196559,1143611.196559,2.152336,1
1,20563.2,1140593.656536,1140593.656536,1.937102,1
1,21238.2,1140593.656536,1140593.656536,1.743392,1
1,21239.2,1140593.656536,1140593.656536,1.569053,1
1,21259.6,1138095.603672,1138095.603672,1.412148,1
1,21272.6,1137807.256821,1137807.256821,1.270933,1
1,21277.6,1137807.256821,1137807.256821,1.143840,1
1,21333.6,1137771.499718,1137771.499718,1.029456,1
1,21334.6,1137771.499718,1137771.499718,0.926510,1
1,21354.9,1136428.328203,1136428.328203,0.833859,1
1,22039.9,1136428.328203,1136428.328203,0.750473,1
1,22040.9,1136428.328203,1136428.328203,0.675426,1
1,22061.3,1134055.336621,1134055.336621,0.607883,1
1,22089.3,1133568.181830,1133568.181830,0.547095,1
1,22101.6,1133568.181830,1133568.181830,0.492385,1
1,22272.6,1133566.956996,1133566.956996,0.443147,1
1,22273.6,1133566.956996,1133566.956996,0.398832,0
1,22293.9,1130642.182938,1130642.182938,0.358949,1
1,22999.9,1130642.182938,1130642.182938,0.323054,1
1,23000.9,1130642.182938,1130642.182938,0.290749,1
1,23021.2,1128174.263900,1128174.263900,0.261674,1
1,23027.2,1128172.717995,1128172.717995,0.235506,1
1,23032.3,1128172.717995,1128172.717995,0.211956,1
1,23077.3,1128052.460482,1128052.460482,0.190760,1
1,23081.3,1128052.361645,1128052.361645,0.171684,1
1,23101.6,1125994.463520,1125994.463520,0.154516,1
1,23816.6,1125994.463520,1125994.463520,0.139064,1
1,23817.6,1125994.463520,1125994.463520,0.125158,1
1,23837.8,1123529.062316,1123529.062316,0.112642,1
1,23881.8,1123407.506436,1123407.506436,0.101378,1
1,23882.8,1123407.506436,1123407.506436,5.000000,1
1,23903.1,1121876.673525,1121876.673525,4.500000,1
1,24637.1,1121876.673525,1121876.673525,4.050000,1
1,24638.1,1121876.673525,1121876.673525,3.645000,1
1,24658.3,1119401.183049,1119401.183049,3.280500,1
1,24689.3,1119375.428693,1119375.428693,2.952450,1
1,24694.4,1119125.257595,1119125.257595,2.657205,1
1,24695.4,1119125.257595,1119125.257595,2.391485,0
1,24696.4,1119125.257595,1119125.257595,2.152336,0
1,24716.6,1118118.502688,1118118.502688,1.937102,1
1,25470.6,1118118.502688,1118118.502688,1.743392,1
2,1492.9,1027549.686466,1027549.686466,5.000000,0
2,1511.8,1026348.781445,1026348.781445,4.500000,1
2,1513.8,1026348.756156,1026348.756156,4.050000,1
2,1514.8,1026348.756156,1026348.756156,3.645000,1
2,1533.6,1025176.074945,1025176.074945,3.280500,1
2,1604.6,1025135.181095,1025135.181095,2.952450,1
2,1609.6,1025135.181095,1025135.181095,2.657205,1
2,1610.6,1025135.181095,1025135.181095,2.391485,1
2,1630.5,1025086.322289,1025086.322289,2.152336,1
2,1649.3,1024885.249933,1024885.249933,1.937102,1
2,1651.3,1024884.814305,1024884.814305,1.743392,1
2,1652.3,1024884.814305,1024884.814305,1.569053,0
2,1671.1,1024441.373177,1024441.373177,1.412148,1
2,1711.1,1024436.751653,1024436.751653,1.270933,1
2,1716.2,1024436.751653,1024436.751653,1.143840,1
2,1717.2,1024436.751653,1024436.751653,1.029456,1
2,1718.2,1024436.751653,1024436.751653,0.926510,1
2,1737.0,1024403.696280,1024403.696280,0.833859,1
2,1739.0,1024385.231220,1024385.231220,0.750473,1
2,1740.0,1024385.231220,1024385.231220,0.675426,1
2,1758.9,1022750.231920,1022750.231920,0.607883,1
2,1928.9,1022743.952068,1022743.952068,0.547095,1
2,1941.3,1022743.952068,1022743.952068,0.492385,1
2,1942.3,1022743.952068,1022743.952068,0.443147,1
2,1943.3,1022743.952068,1022743.952068,0.398832,1
2,1962.1,1021531.661438,1021531.661438,0.358949,1
2,1968.1,1021531.575973,1021531.575973,0.323054,1
2,1969.1,1021531.575973,1021531.575973,0.290749,1
2,1988.0,1021155.018427,1021155.018427,0.261674,1
2,2020.0,1021045.487017,1021045.487017,0.235506,1
2,2025.0,1021045.487017,1021045.487017,0.211956,1
2,2026.0,1021045.487017,1021045.487017,0.190760,1
2,2106.0,1021045.487017,1021045.487017,0.171684,0
2,2124.9,1020088.028308,1020088.028308,0.154516,1
2,2125.9,1020071.506717,1020071.506717,0.139064,1
2,2126.9,1020071.506717,1020071.506717,0.125158,1
2,2145.7,1019996.385612,1019996.385612,0.112642,1
2,2227.7,1019984.403347,1019984.403347,0.101378,1
2,2248.7,1019981.951293,1019981.951293,5.000000,1
2,2267.5,1018875.990879,1018875.990879,4.500000,1
2,2268.5,1018825.063714,1018825.063714,4.050000,1
2,2269.5,1018825.063714,1018825.063714,3.645000,1
2,2288.4,1018329.092255,1018329.092255,3.280500,1
2,2445.4,1018295.319566,1018295.319566,2.952450,1
2,2450.4,1018295.319566,1018295.319566,2.657205,1
2,2453.4,1018262.150104,1018262.150104,2.391485,1
2,2454.4,1018262.150104,1018262.150104,2.152336,0
2,2473.3,1018171.189381,1018171.189381,1.937102,1
2,2484.3,1018143.976204,1018143.976204,1.743392,1
2,2485.3,1018143.976204,1018143.976204,1.569053,1
2,2504.1,1017337.044174,1017337.044174,1.412148,1
2,2699.1,1017332.887792,1017332.887792,1.270933,1
2,2704.2,1017332.887792,1017332.887792,1.143840,1
2,2705.2,1017332.887792,1017332.887792,1.029456,0
2,2725.0,1017262.997453,1017262.997453,0.926510,1
2,2743.9,1017233.799950,1017233.799950,0.833859,1
2,2755.9,1017232.342040,1017232.342040,0.750473,1
2,2756.9,1017232.342040,1017232.342040,0.675426,1
2,2775.7,1017183.070675,1017183.070675,0.607883,1
2,2966.7,1017146.607659,1017146.607659,0.547095,1
2,2971.8,1017146.607659,1017146.607659,0.492385,1
2,3112.8,1017133.405767,1017133.405767,0.443147,1
2,3113.8,1017133.405767,1017133.405767,0.398832,1
2,3132.6,1015886.234700,1015886.234700,0.358949,1
2,3148.6,1015884.833912,1015884.833912,0.323054,1
2,3149.6,1015884.833912,1015884.833912,0.290749,1
2,3168.4,1015867.292580,1015867.292580,0.261674,1
2,3403.4,1015835.020611,1015835.020611,0.235506,1
2,3408.5,1015835.020611,1015835.020611,0.211956,1
2,3609.5,1015797.888374,1015797.888374,0.190760,1
